screen_id,route_path,route_name,page_widget,page_file,layout_pattern,vpc_files,vpc_owner_file,declared_tier,suggested_tier,tier_status,l1_status,l2_status,l3_status,notes
AppRouteNames.sc310LaunchpadWebhooks,AppRoutePaths.launchpadWebhooks,AppRouteNames.sc310LaunchpadWebhooks,LaunchpadWebhooksPage,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_webhooks_page.dart,direct_vpc,features/launchpad/presentation/pages/tools/launchpad_webhooks_page.dart;features/launchpad/presentation/widgets/tools/launchpad_webhooks_common_widgets.dart;features/launchpad/presentation/widgets/tools/launchpad_webhooks_create_sheet.dart;features/launchpad/presentation/widgets/tools/launchpad_webhooks_deliveries.dart;features/launchpad/presentation/widgets/tools/launchpad_webhooks_form_controls.dart;features/launchpad/presentation/widgets/tools/launchpad_webhooks_stats_header.dart;features/launchpad/presentation/widgets/tools/launchpad_webhooks_status_utils.dart;features/launchpad/presentation/widgets/tools/launchpad_webhooks_subscription_detail.dart;features/launchpad/presentation/widgets/tools/launchpad_webhooks_subscription_list.dart,features/launchpad/presentation/pages/tools/launchpad_webhooks_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc417MaintenanceGate,AppRoutePaths.maintenanceGate,AppRouteNames.sc417MaintenanceGate,MaintenanceGatePage,flutter_app/lib/features/enterprise_states/presentation/pages/maintenance_gate_page.dart,direct_vpc,features/enterprise_states/presentation/pages/maintenance_gate_page.dart,features/enterprise_states/presentation/pages/maintenance_gate_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc008MarketList,AppRoutePaths.markets,AppRouteNames.sc008MarketList,switch,flutter_app/lib/features/markets/presentation/phone/pages/market_list_page.dart,direct_vpc,features/markets/presentation/phone/pages/market_list_page.dart,features/markets/presentation/phone/pages/market_list_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc023AdvancedCharts,AppRoutePaths.marketsAdvancedCharts,AppRouteNames.sc023AdvancedCharts,AdvancedChartsPage,flutter_app/lib/features/markets/presentation/pages/portfolio/advanced_charts_page.dart,direct_vpc,features/markets/presentation/pages/portfolio/advanced_charts_page.dart;features/markets/presentation/pages/portfolio/advanced_charts_page_tabs_filters_widgets.dart,features/markets/presentation/pages/portfolio/advanced_charts_page.dart,flush,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc014PriceAlerts,AppRoutePaths.marketsAlerts,AppRouteNames.sc014PriceAlerts,PriceAlertsPage,flutter_app/lib/features/markets/presentation/pages/portfolio/price_alerts_page.dart,direct_vpc,features/markets/presentation/pages/portfolio/price_alerts_page.dart;features/markets/presentation/widgets/portfolio/price_alerts_page_common.dart;features/markets/presentation/widgets/portfolio/price_alerts_page_details.dart;features/markets/presentation/widgets/portfolio/price_alerts_page_overview.dart,features/markets/presentation/pages/portfolio/price_alerts_page.dart,compact,compact|standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc017MarketCalendar,AppRoutePaths.marketsCalendar,AppRouteNames.sc017MarketCalendar,MarketCalendarPage,flutter_app/lib/features/markets/presentation/pages/tools/market_calendar_page.dart,direct_vpc,features/markets/presentation/pages/tools/market_calendar_page.dart,features/markets/presentation/pages/tools/market_calendar_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc016ComparisonTool,AppRoutePaths.marketsCompare,AppRouteNames.sc016ComparisonTool,ComparisonToolPage,flutter_app/lib/features/markets/presentation/pages/tools/comparison_tool_page.dart,direct_vpc,features/markets/presentation/pages/tools/comparison_tool_page.dart,features/markets/presentation/pages/tools/comparison_tool_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc026MarketCorrelations,AppRoutePaths.marketsCorrelations,AppRouteNames.sc026MarketCorrelations,MarketCorrelationsPage,flutter_app/lib/features/markets/presentation/pages/tools/market_correlations_page.dart,direct_vpc,features/markets/presentation/pages/tools/market_correlations_page.dart;features/markets/presentation/widgets/tools/market_correlations_diversification_widgets.dart;features/markets/presentation/widgets/tools/market_correlations_matrix_widgets.dart;features/markets/presentation/widgets/tools/market_correlations_pairs_widgets.dart;features/markets/presentation/widgets/tools/market_correlations_tabs_widgets.dart,features/markets/presentation/pages/tools/market_correlations_page.dart,compact,compact|standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc019MarketDepth,AppRoutePaths.marketsDepth,AppRouteNames.sc019MarketDepth,MarketDepthPage,flutter_app/lib/features/markets/presentation/pages/pair/market_depth_page.dart,direct_vpc,features/markets/presentation/pages/pair/market_depth_page.dart,features/markets/presentation/pages/pair/market_depth_page.dart,flush,flush,aligned,pass,pass,pass,compliant;visual_qa_evidence
AppRouteNames.sc018DerivativesOverview,AppRoutePaths.marketsDerivatives,AppRouteNames.sc018DerivativesOverview,DerivativesOverviewPage,flutter_app/lib/features/markets/presentation/pages/tools/derivatives_overview_page.dart,direct_vpc,features/markets/presentation/pages/tools/derivatives_overview_page.dart,features/markets/presentation/pages/tools/derivatives_overview_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc013MarketHeatmap,AppRoutePaths.marketsHeatmap,AppRouteNames.sc013MarketHeatmap,MarketHeatmapPage,flutter_app/lib/features/markets/presentation/pages/pair/market_heatmap_page.dart,direct_vpc,features/markets/presentation/pages/pair/market_heatmap_page.dart,features/markets/presentation/pages/pair/market_heatmap_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc010MarketMovers,AppRoutePaths.marketsMovers,AppRouteNames.sc010MarketMovers,MarketMoversPage,flutter_app/lib/features/markets/presentation/pages/tools/market_movers_page.dart,direct_vpc,features/markets/presentation/pages/tools/market_movers_page.dart;features/markets/presentation/widgets/tools/market_movers_filters.dart;features/markets/presentation/widgets/tools/market_movers_results.dart;features/markets/presentation/widgets/tools/market_movers_row_common.dart;features/markets/presentation/widgets/tools/market_movers_sparkline.dart,features/markets/presentation/pages/tools/market_movers_page.dart,compact,compact|standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc022MarketNews,AppRoutePaths.marketsNews,AppRouteNames.sc022MarketNews,MarketNewsPage,flutter_app/lib/features/markets/presentation/pages/research/market_news_page.dart,direct_vpc,features/markets/presentation/pages/research/market_news_page.dart;features/markets/presentation/widgets/research/market_news_page_common.dart;features/markets/presentation/widgets/research/market_news_page_sections.dart,features/markets/presentation/pages/research/market_news_page.dart,compact,compact|standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc009MarketOverview,AppRoutePaths.marketsOverview,AppRouteNames.sc009MarketOverview,MarketOverviewPage,flutter_app/lib/features/markets/presentation/pages/hub/market_overview_page.dart,direct_vpc,features/markets/presentation/pages/hub/market_overview_page.dart,features/markets/presentation/pages/hub/market_overview_page.dart,standard,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc021PortfolioTracker,AppRoutePaths.marketsPortfolioTracker,AppRouteNames.sc021PortfolioTracker,PortfolioTrackerPage,flutter_app/lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page.dart,direct_vpc,features/markets/presentation/pages/portfolio/portfolio_tracker_page.dart;features/markets/presentation/pages/portfolio/portfolio_tracker_page_overview_widgets.dart,features/markets/presentation/pages/portfolio/portfolio_tracker_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc027PredictionsHome,AppRoutePaths.marketsPredictions,AppRouteNames.sc027PredictionsHome,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant;visual_qa_evidence
AppRouteNames.sc034PredictionsGlobalActivity,AppRoutePaths.marketsPredictionsActivity,AppRouteNames.sc034PredictionsGlobalActivity,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc029PredictionsBreaking,AppRoutePaths.marketsPredictionsBreaking,AppRouteNames.sc029PredictionsBreaking,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc043PredictionDataIntegration,AppRoutePaths.marketsPredictionsDataIntegration,AppRouteNames.sc043PredictionDataIntegration,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc039PredictionEventCalendar,AppRoutePaths.marketsPredictionsEventCalendar,AppRouteNames.sc039PredictionEventCalendar,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc033PredictionsLeaderboard,AppRoutePaths.marketsPredictionsLeaderboard,AppRouteNames.sc033PredictionsLeaderboard,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc037PredictionMarketMaker,AppRoutePaths.marketsPredictionsMarketMaker,AppRouteNames.sc037PredictionMarketMaker,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc031PredictionsPortfolio,AppRoutePaths.marketsPredictionsPortfolio,AppRouteNames.sc031PredictionsPortfolio,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc038PredictionPortfolioAnalyzer,AppRoutePaths.marketsPredictionsPortfolioAnalyzer,AppRouteNames.sc038PredictionPortfolioAnalyzer,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc032PredictionsRewards,AppRoutePaths.marketsPredictionsRewards,AppRouteNames.sc032PredictionsRewards,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc036PredictionRiskCalculator,AppRoutePaths.marketsPredictionsRiskCalculator,AppRouteNames.sc036PredictionRiskCalculator,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc028PredictionsSearch,AppRoutePaths.marketsPredictionsSearch,AppRouteNames.sc028PredictionsSearch,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc040PredictionSocial,AppRoutePaths.marketsPredictionsSocial,AppRouteNames.sc040PredictionSocial,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc042PredictionTournaments,AppRoutePaths.marketsPredictionsTournaments,AppRouteNames.sc042PredictionTournaments,_tabletPredictionRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc015MarketScreener,AppRoutePaths.marketsScreener,AppRouteNames.sc015MarketScreener,MarketScreenerPage,flutter_app/lib/features/markets/presentation/pages/tools/market_screener_page.dart,direct_vpc,features/markets/presentation/pages/tools/market_screener_page.dart;features/markets/presentation/widgets/tools/market_screener_filters.dart;features/markets/presentation/widgets/tools/market_screener_results.dart;features/markets/presentation/widgets/tools/market_screener_row_common.dart,features/markets/presentation/pages/tools/market_screener_page.dart,compact,compact|standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc011MarketSectors,AppRoutePaths.marketsSectors,AppRouteNames.sc011MarketSectors,MarketSectorsPage,flutter_app/lib/features/markets/presentation/pages/tools/market_sectors_page.dart,direct_vpc,features/markets/presentation/pages/tools/market_sectors_page.dart,features/markets/presentation/pages/tools/market_sectors_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc025SocialSignals,AppRoutePaths.marketsSignals,AppRouteNames.sc025SocialSignals,SocialSignalsPage,flutter_app/lib/features/markets/presentation/pages/research/social_signals_page.dart,direct_vpc,features/markets/presentation/pages/research/social_signals_page.dart;features/markets/presentation/pages/research/social_signals_page_tabs_widgets.dart,features/markets/presentation/pages/research/social_signals_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc020SocialSentiment,AppRoutePaths.marketsSocialSentiment,AppRouteNames.sc020SocialSentiment,SocialSentimentPage,flutter_app/lib/features/markets/presentation/pages/research/social_sentiment_page.dart,direct_vpc,features/markets/presentation/pages/research/social_sentiment_page.dart;features/markets/presentation/widgets/research/social_sentiment_overview_widgets.dart;features/markets/presentation/widgets/research/social_sentiment_tabs_widgets.dart;features/markets/presentation/widgets/research/social_sentiment_token_widgets.dart;features/markets/presentation/widgets/research/social_sentiment_trends_widgets.dart,features/markets/presentation/pages/research/social_sentiment_page.dart,compact,compact|standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc024TokenUnlocks,AppRoutePaths.marketsUnlocks,AppRouteNames.sc024TokenUnlocks,TokenUnlocksPage,flutter_app/lib/features/markets/presentation/pages/research/token_unlocks_page.dart,direct_vpc,features/markets/presentation/pages/research/token_unlocks_page.dart;features/markets/presentation/pages/research/token_unlocks_page_upcoming_widgets.dart,features/markets/presentation/pages/research/token_unlocks_page.dart,compact,compact,aligned,pass,pass,pass,compliant
AppRouteNames.sc012Watchlist,AppRoutePaths.marketsWatchlist,AppRouteNames.sc012Watchlist,WatchlistPage,flutter_app/lib/features/markets/presentation/pages/hub/watchlist_page.dart,direct_vpc,features/markets/presentation/pages/hub/watchlist_page.dart;features/markets/presentation/widgets/hub/watchlist_cards.dart;features/markets/presentation/widgets/hub/watchlist_common_painter.dart;features/markets/presentation/widgets/hub/watchlist_toolbar.dart,features/markets/presentation/pages/hub/watchlist_page.dart,compact,compact|standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc047News,AppRoutePaths.news,AppRouteNames.sc047News,NewsPage,flutter_app/lib/features/news/presentation/pages/news_page.dart,direct_vpc,features/news/presentation/pages/news_page.dart;features/news/presentation/widgets/news_page_common.dart;features/news/presentation/widgets/news_page_sections.dart,features/news/presentation/pages/news_page.dart,compact,compact|standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc291Notifications,AppRoutePaths.notifications,AppRouteNames.sc291Notifications,buildSurfaceAwareTabletRoute,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,direct_vpc,shared/layout/vit_tablet_utility_page.dart,shared/layout/vit_tablet_utility_page.dart,form,standard,exception,pass,pass,pass,compliant
AppRouteNames.sc397Onboarding,AppRoutePaths.onboarding,AppRouteNames.sc397Onboarding,OnboardingFlowPage,flutter_app/lib/features/onboarding/presentation/pages/onboarding_flow_page.dart,direct_vpc,features/onboarding/presentation/pages/onboarding_flow_page.dart;features/onboarding/presentation/widgets/onboarding_shared_components.dart;features/onboarding/presentation/widgets/onboarding_step_screens.dart,features/onboarding/presentation/pages/onboarding_flow_page.dart,form,standard|form,aligned,pass,pass,pass,compliant
AppRouteNames.sc282P2PHome,AppRoutePaths.p2p,AppRouteNames.sc282P2PHome,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc275P2PAchievements,AppRoutePaths.p2pAchievements,AppRouteNames.sc275P2PAchievements,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc277P2PBlacklist,AppRoutePaths.p2pBlacklist,AppRouteNames.sc277P2PBlacklist,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc276P2PBlacklistAdd,AppRoutePaths.p2pBlacklistAdd,AppRouteNames.sc276P2PBlacklistAdd,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc268P2PAmlScreening,AppRoutePaths.p2pComplianceAmlScreening,AppRouteNames.sc268P2PAmlScreening,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc270P2PLargeTransaction,AppRoutePaths.p2pComplianceLargeTransaction,AppRouteNames.sc270P2PLargeTransaction,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc267P2PComplianceOverview,AppRoutePaths.p2pComplianceOverview,AppRouteNames.sc267P2PComplianceOverview,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc271P2PRiskAssessment,AppRoutePaths.p2pComplianceRiskAssessment,AppRouteNames.sc271P2PRiskAssessment,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc269P2PSourceOfFunds,AppRoutePaths.p2pComplianceSourceOfFunds,AppRouteNames.sc269P2PSourceOfFunds,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc242P2PContributionHistory,AppRoutePaths.p2pContributionHistory,AppRouteNames.sc242P2PContributionHistory,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc226P2PCreateAd,AppRoutePaths.p2pCreate,AppRouteNames.sc226P2PCreateAd,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc274P2PDashboard,AppRoutePaths.p2pDashboard,AppRouteNames.sc274P2PDashboard,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc222P2PDisputes,AppRoutePaths.p2pDisputes,AppRouteNames.sc222P2PDisputes,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc259P2PE2EInfo,AppRoutePaths.p2pE2EInfo,AppRouteNames.sc259P2PE2EInfo,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc245P2PEscrowBalance,AppRoutePaths.p2pEscrowBalance,AppRouteNames.sc245P2PEscrowBalance,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc211P2PExpress,AppRoutePaths.p2pExpress,AppRouteNames.sc211P2PExpress,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc210P2PExpressConfirm,AppRoutePaths.p2pExpressConfirm,AppRouteNames.sc210P2PExpressConfirm,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc260P2PFraudPrevention,AppRoutePaths.p2pFraudPrevention,AppRouteNames.sc260P2PFraudPrevention,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc280P2PGuide,AppRoutePaths.p2pGuide,AppRouteNames.sc280P2PGuide,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc238P2PInsuranceFund,AppRoutePaths.p2pInsurance,AppRouteNames.sc238P2PInsuranceFund,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc239P2PInsuranceCertificate,AppRoutePaths.p2pInsuranceCertificate,AppRouteNames.sc239P2PInsuranceCertificate,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc241P2PInsurancePolicy,AppRoutePaths.p2pInsurancePolicy,AppRouteNames.sc241P2PInsurancePolicy,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc240P2PInsuranceScore,AppRoutePaths.p2pInsuranceScore,AppRouteNames.sc240P2PInsuranceScore,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
AppRouteNames.sc250P2PAddressProof,AppRoutePaths.p2pKycAddress,AppRouteNames.sc250P2PAddressProof,switch,flutter_app/lib/features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,shared_shell,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart;features/p2p_core/presentation/tablet/widgets/p2p_tablet_utility_surface.dart,features/p2p_core/presentation/tablet/pages/p2p_tablet_utility_page.dart,form,form,aligned,pass,pass,pass,compliant
