feature,file,suggested_tier,declared_tier,wiring_count,wiring_violations,structural_count,structural_violations,inner_gap_count,inner_gap_violations,status
arena,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_quality.dart,standard,,0,,0,,1,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_related.dart,standard,,0,,0,,2,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_rules.dart,standard,,0,,0,,2,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/challenge/arena_navigation_actions.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_field_controls.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_helpers.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_models.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_privacy_clarity.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_resolution_timing.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_setup_fields.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_status_widgets.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_stepper_title.dart,standard,,0,,0,,1,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_suggestions_eligibility.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_governance_gate_summary_footer.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_report_case_related_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_report_case_summary_timeline.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_report_case_system_appeal.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_safety_center_page_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/arena_safety_center_page_sections.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/my_arena_reports_page_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/governance/my_arena_reports_page_sections.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/hub/arena_date_format.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/hub/arena_flow_map_nodes.dart,standard,,0,,0,,2,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/hub/arena_flow_map_overview.dart,standard,,0,,0,,1,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/hub/arena_flow_map_qa.dart,standard,,0,,0,,1,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/hub/arena_state_cards.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/hub/arena_viewport_padding.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/points/arena_points_entry_detail_page_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/points/arena_points_entry_detail_page_sections.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/points/arena_points_ledger_page_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/points/arena_points_ledger_page_sections.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/studio/arena_creator_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/studio/arena_creator_hero_trust.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/studio/arena_creator_tabs.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/studio/arena_smart_rule_builder_page_basics_fields.dart,standard,,0,,0,,1,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/studio/arena_smart_rule_builder_page_condition_timing_fields.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/studio/arena_studio_fee_banner.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/studio/arena_studio_footer.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/studio/arena_studio_stepper.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/studio/arena_studio_steps.dart,standard,,0,,0,,2,0,pass
auth,flutter_app/lib/features/auth/presentation/phone/pages/forgot_password_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/phone/pages/login_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/phone/pages/otp_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/phone/pages/register_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/phone/pages/reset_password_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/phone/pages/two_fa_setup_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/tablet/widgets/auth_tablet_surface.dart,form,form,0,,0,,1,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_cards.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_common.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_painters.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_tabs.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_icon_widgets.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_tabbed_shell.dart,standard,standard,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_cards.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_common.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_history_settings.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_tabs.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_analysis.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_common.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_history.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_overview.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_painters.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_tabs.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/hub/dca_overview_demo.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/hub/dca_page_state_overview.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_multi_asset_page_setup.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_performance_compare_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_portfolio_optimizer_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_settings_and_preview.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_dashboard_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/research/dca_backtester_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/research/dca_dynamic_amount_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/schedule/dca_schedule_analytics_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/schedule/dca_schedule_config_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/schedule/dca_smart_rules_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_delete_button.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_missing_config_panel.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/hub/dca_currency_formatters.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/hub/dca_overview_demo_actions.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/hub/dca_overview_demo_metrics.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/hub/dca_overview_demo_shell.dart,standard,,0,,0,,1,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_analysis.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_charts.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_painters.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_primitives.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_tabs.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_allocation_widgets.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_common_widgets.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_comparison_hero.dart,standard,,0,,0,,1,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_floating_actions.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_frontier.dart,standard,,0,,0,,1,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_frontier_painter.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_header_drift.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_stat_widgets.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_tab_panels.dart,standard,,0,,0,,3,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_tabs.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_analysis.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_charts.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_common.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_results.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_setup.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_tabs.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/schedule/dca_schedule_common.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/schedule/dca_schedule_limits_enable.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/schedule/dca_schedule_strategy_time.dart,standard,,0,,0,,2,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/schedule/dca_smart_rules_cards.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/schedule/dca_smart_rules_info_common.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/schedule/dca_smart_rules_tabs_stats.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/pages/design_system_page.dart,flush,flush,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/pages/missing_screens_showcase_page.dart,flush,flush,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/pages/performance_monitor.dart,flush,flush,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/pages/route_checker_page.dart,flush,flush,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/design_system_color_section.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/design_system_common.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/design_system_cta_section.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/design_system_footer.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/design_system_hero.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/design_system_input_section.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/design_system_playground.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/design_system_section_header_section.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/design_system_tokens_section.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/dev_state_bar.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/missing_screens_showcase_page_common.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/missing_screens_showcase_page_sections.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/performance_monitor_common.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/performance_monitor_sections.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/route_checker_page_common.dart,standard,,0,,0,,0,0,pass
dev,flutter_app/lib/features/dev/presentation/widgets/route_checker_page_sections.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart,compact,compact,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart,compact,compact,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/discovery_shared_tiles.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/topic_hub_cards.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/topic_hub_common.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/topic_hub_header.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/topic_hub_sections.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/unified_search_common.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/unified_search_entity_cards.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/unified_search_prediction_arena_cards.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/unified_search_results.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/unified_search_shell.dart,standard,,0,,0,,0,0,pass
earn_core,flutter_app/lib/features/earn_core/presentation/widgets/earn_custody_risk_banner.dart,standard,,0,,0,,0,0,pass
earn_core,flutter_app/lib/features/earn_core/presentation/widgets/earn_formatters.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/auto_compound_settings_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/earn_portfolio_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_analytics_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_auto_rebalance_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_autopilot_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_backtest_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_comparison_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_dca_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_export_page.dart,standard,standard,0,,0,,5,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_faq_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_goal_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_guide_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_history_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_ladder_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_notification_preferences_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_notifications_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_product_detail_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_receipt_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_recommendations_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_redeem_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_risk_assessment_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_smart_suggestions_page.dart,standard,standard,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_what_if_page.dart,standard,standard,0,,0,,2,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_calculator.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_info_sheet.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_positions.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_settings_sheet.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_shared.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/hub/earn_comparison_chart.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/hub/earn_comparison_summary.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/hub/earn_comparison_table.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_analytics_charts_metrics.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_analytics_secondary_painters.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_analytics_summary_range.dart,standard,,0,,0,,0,0,pass
earn_savings,flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_allocation.dart,standard,standard,0,,0,,1,0,pass
